artist,like,play,skip,engagement_rate,skip_rate
Age of Consent,2,5,1,0.4,0.2
Lucio101,2,5,0,0.4,0.0
Mauricio Figueiral,2,5,1,0.4,0.2
Roy English,2,5,1,0.4,0.2
Mora,6,15,2,0.4,0.13333333333333333
Shellerini,2,5,0,0.4,0.0
Zomboy,4,10,2,0.4,0.2
OverLine,2,5,2,0.4,0.4
Digital Emotion,2,5,1,0.4,0.2
Sôra,2,5,2,0.4,0.4
Cirez D,2,5,0,0.4,0.0
TRVNSPORTER,2,5,3,0.4,0.6
Nego do Borel,2,5,3,0.4,0.6
Vilma Gil,2,5,2,0.4,0.4
Ace,2,5,1,0.4,0.2
Lisette Melendez,6,15,2,0.4,0.13333333333333333
Friz,2,5,1,0.4,0.2
Vinylshakerz,2,5,1,0.4,0.2
Izone,2,5,0,0.4,0.0
C-BooL,2,5,0,0.4,0.0
Didrik Thulin,2,5,0,0.4,0.0
Adam Lambert,2,5,0,0.4,0.0
Arbour,2,5,0,0.4,0.0
Apollo Brown,2,5,1,0.4,0.2
Mariah,4,10,1,0.4,0.1
Trouble,2,5,2,0.4,0.4
Mezza,2,5,1,0.4,0.2
A Perfect Circle,8,20,1,0.4,0.05
Galardo,6,15,2,0.4,0.13333333333333333
Delilah,2,5,1,0.4,0.2
Onur Atli,4,10,1,0.4,0.1
Gabin,2,5,1,0.4,0.2
Infinity Ink,2,5,1,0.4,0.2
Ale Mendoza,2,5,4,0.4,0.8
Fuff,2,5,2,0.4,0.4
More Ease,2,5,0,0.4,0.0
Dead Posey,2,5,1,0.4,0.2
Riggi & Piros,2,5,1,0.4,0.2
Salah,2,5,0,0.4,0.0
Brett,2,5,2,0.4,0.4
M.I.A.,2,5,0,0.4,0.0
Adriatique,2,5,1,0.4,0.2
Brendon Moeller,2,5,2,0.4,0.4
Rhys,2,5,0,0.4,0.0
Mr. Kavalicious,2,5,2,0.4,0.4
Sander Van Doorn & Firebeatz,4,10,2,0.4,0.2
Sangarang,2,5,0,0.4,0.0
Anomalie,2,5,2,0.4,0.4
Teitur,4,10,1,0.4,0.1
Herbie Hancock,2,5,0,0.4,0.0
Rufus & Chaka Khan,2,5,0,0.4,0.0
Bonde R300,6,15,1,0.4,0.06666666666666667
Grimes,6,15,3,0.4,0.2
Yose,2,5,1,0.4,0.2
Kumi Koda,2,5,1,0.4,0.2
Monifah,2,5,2,0.4,0.4
R3load,2,5,2,0.4,0.4
Jason Parris,2,5,0,0.4,0.0
Calippo,2,5,2,0.4,0.4
RUN THE FLOOR,2,5,0,0.4,0.0
Kempi,2,5,0,0.4,0.0
Latwer,2,5,0,0.4,0.0
Vivillain,2,5,0,0.4,0.0
Shocking Blue,2,5,1,0.4,0.2
Div Eadie,2,5,1,0.4,0.2
ABC,2,5,2,0.4,0.4
Syzz,2,5,1,0.4,0.2
Rafi Malice,2,5,0,0.4,0.0
Aaron Cartier,2,5,2,0.4,0.4
Mohombi,2,5,3,0.4,0.6
Maestro Harrell,6,15,3,0.4,0.2
Made famous by Tito el Bambino,2,5,1,0.4,0.2
Kaivon,2,5,0,0.4,0.0
Drevm,2,5,3,0.4,0.6
Bad Dreams,2,5,2,0.4,0.4
Quadd21,2,5,1,0.4,0.2
Stream,2,5,0,0.4,0.0
Bancali,2,5,1,0.4,0.2
Skee-Lo,2,5,4,0.4,0.8
Wave Chapelle,2,5,1,0.4,0.2
Skinny D RDT,2,5,1,0.4,0.2
Queensrÿche,4,10,3,0.4,0.3
Skylike,2,5,1,0.4,0.2
FWHO,2,5,1,0.4,0.2
Sunny Day Real Estate,2,5,0,0.4,0.0
Lil Loski,2,5,1,0.4,0.2
WATEVA,2,5,0,0.4,0.0
Field Mob,2,5,2,0.4,0.4
CRUCIFIX,2,5,2,0.4,0.4
Cabas,2,5,0,0.4,0.0
The Wallflowers,2,5,1,0.4,0.2
Bass Modulators,2,5,0,0.4,0.0
The Sunnefield,2,5,1,0.4,0.2
Sy Ari Da Kid,2,5,0,0.4,0.0
ML 21,2,5,2,0.4,0.4
MS MR,2,5,2,0.4,0.4
Monica Lopez,2,5,1,0.4,0.2
Polito Ibañez,2,5,0,0.4,0.0
Zerotonine,2,5,1,0.4,0.2
Ali Gatie,2,5,1,0.4,0.2
Leroy Styles,2,5,2,0.4,0.4
Nick Martin,2,5,1,0.4,0.2
Eartha Kitt,2,5,1,0.4,0.2
EREN CAN,2,5,1,0.4,0.2
Juventa,2,5,1,0.4,0.2
itssvd,2,5,0,0.4,0.0
Pools,2,5,1,0.4,0.2
Prince Paris,4,10,1,0.4,0.1
Zeus the Elevated,2,5,0,0.4,0.0
Likybo,2,5,0,0.4,0.0
AINT,2,5,0,0.4,0.0
X-RX,4,10,1,0.4,0.1
Wolfside,2,5,0,0.4,0.0
FINNEAS,2,5,2,0.4,0.4
Ez Quew,2,5,1,0.4,0.2
Maleekisking,2,5,2,0.4,0.4
Alvaro,4,10,1,0.4,0.1
Ayo Jay,2,5,0,0.4,0.0
Playa Limbo,2,5,1,0.4,0.2
Catnip Cloud,2,5,0,0.4,0.0
Jon Pardi,2,5,2,0.4,0.4
Jonathan Moly,2,5,1,0.4,0.2
Cat Power,2,5,0,0.4,0.0
Sophie Gray,2,5,0,0.4,0.0
The Groove Project,2,5,0,0.4,0.0
Awnix & Toobaï,2,5,2,0.4,0.4
Elvin Bishop,2,5,1,0.4,0.2
TiMT,2,5,2,0.4,0.4
All Harlem Music,2,5,1,0.4,0.2
DJ Eddie F,2,5,0,0.4,0.0
The Devil Wears Prada,2,5,1,0.4,0.2
Andrew Applepie,2,5,0,0.4,0.0
Ivan Gough & Feenixpawl feat. Georgi Kay,5,13,1,0.38461538461538464,0.07692307692307693
Logan Romero,5,13,0,0.38461538461538464,0.0
Kelvyn Colt,5,13,4,0.38461538461538464,0.3076923076923077
Laura Pausini,5,13,5,0.38461538461538464,0.38461538461538464
Jay Wheeler,5,13,3,0.38461538461538464,0.23076923076923078
Chucho Rivas,8,21,4,0.38095238095238093,0.19047619047619047
LIUFO,3,8,1,0.375,0.125
Boris Way,3,8,0,0.375,0.0
Mesita,3,8,0,0.375,0.0
Lucy Hale,3,8,5,0.375,0.625
Houston Kendrick,3,8,0,0.375,0.0
Lolita,3,8,0,0.375,0.0
Hale,3,8,3,0.375,0.375
Uncle Sam,3,8,0,0.375,0.0
Andrea Bocelli,3,8,1,0.375,0.125
Victorious Cast,3,8,1,0.375,0.125
Los Tetas,3,8,3,0.375,0.375
Brooke Alexx,3,8,0,0.375,0.0
Adriana Evans,3,8,2,0.375,0.25
IZECOLD,3,8,0,0.375,0.0
Aya Nakamura,6,16,4,0.375,0.25
Ta-ku,3,8,2,0.375,0.25
Kindred The Family Soul,3,8,1,0.375,0.125
Adeena,3,8,1,0.375,0.125
Joshua Perez,3,8,1,0.375,0.125
Oscar D'León,3,8,0,0.375,0.0
Naipia,3,8,3,0.375,0.375
Freak Nasty,3,8,1,0.375,0.125
Telehope,3,8,0,0.375,0.0
Chain Reaction,3,8,0,0.375,0.0
Electrohol,3,8,0,0.375,0.0
Natiruts,3,8,1,0.375,0.125
Naïa Valdez,3,8,0,0.375,0.0
Alex Ferreira,3,8,1,0.375,0.125
Aristic,3,8,0,0.375,0.0
SpinRox,3,8,1,0.375,0.125
RY X,3,8,2,0.375,0.25
CVBZ,3,8,1,0.375,0.125
Cade Thompson,3,8,1,0.375,0.125
The Treatment,3,8,0,0.375,0.0
Faya,3,8,2,0.375,0.25
Alvvays,3,8,0,0.375,0.0
AmaLee,3,8,0,0.375,0.0
Alfa Mist,3,8,1,0.375,0.125
Jayh,3,8,0,0.375,0.0
Family Force 5,3,8,0,0.375,0.0
Steve Perry,3,8,4,0.375,0.5
Pulp,3,8,1,0.375,0.125
Tobtok,3,8,3,0.375,0.375
Job González,3,8,0,0.375,0.0
Positive K,3,8,2,0.375,0.25
LeToya,3,8,1,0.375,0.125
Joseph El De La Urba,3,8,1,0.375,0.125
Sondr,3,8,0,0.375,0.0
Malian Musicians,3,8,1,0.375,0.125
Hechmann,3,8,4,0.375,0.5
2xxx!,3,8,0,0.375,0.0
Maxwell Luke,3,8,1,0.375,0.125
Cracker,3,8,1,0.375,0.125
The Electric Sons,3,8,1,0.375,0.125
Curved Air,3,8,1,0.375,0.125
Meelah,3,8,0,0.375,0.0
L'Atelier,3,8,0,0.375,0.0
Valeria,7,19,2,0.3684210526315789,0.10526315789473684
Sly & The Family Stone,7,19,1,0.3684210526315789,0.05263157894736842
Lavie,4,11,1,0.36363636363636365,0.09090909090909091
Rob & Jack,4,11,1,0.36363636363636365,0.09090909090909091
Blue Swede,4,11,0,0.36363636363636365,0.0
Margot White,4,11,0,0.36363636363636365,0.0
Madcon,4,11,0,0.36363636363636365,0.0
Neelix,4,11,2,0.36363636363636365,0.18181818181818182
Miscris,4,11,5,0.36363636363636365,0.45454545454545453
Like,4,11,6,0.36363636363636365,0.5454545454545454
Eric Bellinger,4,11,3,0.36363636363636365,0.2727272727272727
Parade of Lights,4,11,1,0.36363636363636365,0.09090909090909091
BURNS,4,11,3,0.36363636363636365,0.2727272727272727
Hollyn,8,22,4,0.36363636363636365,0.18181818181818182
Almanij,4,11,2,0.36363636363636365,0.18181818181818182
Crossnaders,4,11,0,0.36363636363636365,0.0
Manuel Costa,4,11,1,0.36363636363636365,0.09090909090909091
Austin & Lindsey Adamec,4,11,1,0.36363636363636365,0.09090909090909091
Do Or Die,4,11,1,0.36363636363636365,0.09090909090909091
Casa De Leones,4,11,2,0.36363636363636365,0.18181818181818182
The Bolshoi,8,22,3,0.36363636363636365,0.13636363636363635
Silk,5,14,3,0.35714285714285715,0.21428571428571427
Elderbrook,10,28,7,0.35714285714285715,0.25
Baauer,5,14,1,0.35714285714285715,0.07142857142857142
Chase Atlantic,5,14,3,0.35714285714285715,0.21428571428571427
New Politics,5,14,1,0.35714285714285715,0.07142857142857142
'Til Tuesday,5,14,2,0.35714285714285715,0.14285714285714285
Avenged Sevenfold,5,14,3,0.35714285714285715,0.21428571428571427
GAMPER & DADONI,11,31,4,0.3548387096774194,0.12903225806451613
Veysel,7,20,6,0.35,0.3
Cap Kendricks,7,20,3,0.35,0.15
Jane's Addiction,7,20,2,0.35,0.1
24hrs,3,9,1,0.3333333333333333,0.1111111111111111
Mr. Capone-E,1,3,1,0.3333333333333333,0.3333333333333333
Axwell,9,27,3,0.3333333333333333,0.1111111111111111
Matthew Parker,2,6,1,0.3333333333333333,0.16666666666666666
Phil Collins,3,9,2,0.3333333333333333,0.2222222222222222
ItaloBrothers,3,9,1,0.3333333333333333,0.1111111111111111
Lola Club,2,6,0,0.3333333333333333,0.0
GATTÜSO,1,3,1,0.3333333333333333,0.3333333333333333
BONES UK,2,6,1,0.3333333333333333,0.16666666666666666
Starbuck,2,6,0,0.3333333333333333,0.0
Bigenesis,2,6,0,0.3333333333333333,0.0
NIN9,1,3,1,0.3333333333333333,0.3333333333333333
Los Hermanos Rosario,1,3,1,0.3333333333333333,0.3333333333333333
Loosid,1,3,1,0.3333333333333333,0.3333333333333333
Lord Huron,2,6,0,0.3333333333333333,0.0
True Damage,2,6,1,0.3333333333333333,0.16666666666666666
BrokenRail,2,6,4,0.3333333333333333,0.6666666666666666
India Martinez,1,3,1,0.3333333333333333,0.3333333333333333
Imagination,2,6,1,0.3333333333333333,0.16666666666666666
Reva DeVito,2,6,2,0.3333333333333333,0.3333333333333333
Talla 2XLC,1,3,1,0.3333333333333333,0.3333333333333333
Clawfinger,2,6,1,0.3333333333333333,0.16666666666666666
Jost Esser,3,9,1,0.3333333333333333,0.1111111111111111
Said P.,1,3,0,0.3333333333333333,0.0
Brauner Bär,3,9,1,0.3333333333333333,0.1111111111111111
Rebecca & Fiona,2,6,1,0.3333333333333333,0.16666666666666666
Nahaze,2,6,1,0.3333333333333333,0.16666666666666666
Rex Smith,2,6,3,0.3333333333333333,0.5
"Big Yamo, Vato 18K Feat. Bigal L Jake",2,6,0,0.3333333333333333,0.0
Tae-EM,2,6,1,0.3333333333333333,0.16666666666666666
Mark B.,1,3,2,0.3333333333333333,0.6666666666666666
Mark Cast,1,3,1,0.3333333333333333,0.3333333333333333
Only1Tipy,1,3,2,0.3333333333333333,0.6666666666666666
Killing Joke,1,3,1,0.3333333333333333,0.3333333333333333
Kilo Ali,2,6,0,0.3333333333333333,0.0
Michael Gray,2,6,1,0.3333333333333333,0.16666666666666666
Sage The Gemini,1,3,2,0.3333333333333333,0.6666666666666666
Sean Bradford,1,3,1,0.3333333333333333,0.3333333333333333
Adil C,1,3,0,0.3333333333333333,0.0
Frida Sundemo,2,6,1,0.3333333333333333,0.16666666666666666
Friends In Paris,2,6,3,0.3333333333333333,0.5
Travis Porter,2,6,1,0.3333333333333333,0.16666666666666666
Freakangel,1,3,1,0.3333333333333333,0.3333333333333333
JONES,1,3,2,0.3333333333333333,0.6666666666666666
Randy Crawford,2,6,0,0.3333333333333333,0.0
Randy Leroy ft. Bollebof,2,6,1,0.3333333333333333,0.16666666666666666
Trevor Daniel,3,9,0,0.3333333333333333,0.0
Richie Benson,3,9,0,0.3333333333333333,0.0
Destroyer,2,6,1,0.3333333333333333,0.16666666666666666
Detonautas Roque Clube,3,9,1,0.3333333333333333,0.1111111111111111
Cimorelli,2,6,1,0.3333333333333333,0.16666666666666666
Apache 207,4,12,2,0.3333333333333333,0.16666666666666666
Visage Music,3,9,1,0.3333333333333333,0.1111111111111111
Viva La Panda,2,6,1,0.3333333333333333,0.16666666666666666
CHRYS THOMPSON,4,12,2,0.3333333333333333,0.16666666666666666
Christian Rich,2,6,1,0.3333333333333333,0.16666666666666666
The Shirelles,1,3,0,0.3333333333333333,0.0
PAX,3,9,0,0.3333333333333333,0.0
Keni,2,6,1,0.3333333333333333,0.16666666666666666
Chyno Miranda,5,15,0,0.3333333333333333,0.0
Josue Del Cid,2,6,0,0.3333333333333333,0.0
Josue Diaz,2,6,1,0.3333333333333333,0.16666666666666666
Jova'e Nicole,2,6,1,0.3333333333333333,0.16666666666666666
Leo Reyes,3,9,0,0.3333333333333333,0.0
All Fires,1,3,0,0.3333333333333333,0.0
Zayvin Lakin,2,6,0,0.3333333333333333,0.0
Elle & The Pocket Belles,2,6,1,0.3333333333333333,0.16666666666666666
Irv Gotti,2,6,1,0.3333333333333333,0.16666666666666666
Khrebto,1,3,2,0.3333333333333333,0.6666666666666666
Kiaz,2,6,1,0.3333333333333333,0.16666666666666666
Scroodgee,3,9,4,0.3333333333333333,0.4444444444444444
Circa Waves,2,6,2,0.3333333333333333,0.3333333333333333
Adelitas Way,4,12,2,0.3333333333333333,0.16666666666666666
Lizzy McAlpine,2,6,0,0.3333333333333333,0.0
Lo Lo,1,3,0,0.3333333333333333,0.0
Rei Yasuda,2,6,1,0.3333333333333333,0.16666666666666666
Reignwolf,2,6,0,0.3333333333333333,0.0
Big Boy,1,3,1,0.3333333333333333,0.3333333333333333
Future Trance United,2,6,0,0.3333333333333333,0.0
Futurist,1,3,0,0.3333333333333333,0.0
Futuristic Polar Bears,3,9,3,0.3333333333333333,0.3333333333333333
Furia,1,3,0,0.3333333333333333,0.0
Kid Gallo,2,6,0,0.3333333333333333,0.0
L. Starz,2,6,2,0.3333333333333333,0.3333333333333333
Maximum Love,1,3,1,0.3333333333333333,0.3333333333333333
twlv,1,3,0,0.3333333333333333,0.0
Harrison,2,6,0,0.3333333333333333,0.0
Round Table Knights,3,9,1,0.3333333333333333,0.1111111111111111
Un Corazón,2,6,1,0.3333333333333333,0.16666666666666666
Grant Terry,2,6,3,0.3333333333333333,0.5
Gorilla Pulp,1,3,1,0.3333333333333333,0.3333333333333333
Boro Boro,2,6,0,0.3333333333333333,0.0
SQWAD,2,6,0,0.3333333333333333,0.0
Hydrogenii,2,6,1,0.3333333333333333,0.16666666666666666
Airbourne,4,12,3,0.3333333333333333,0.25
Akapellah,1,3,1,0.3333333333333333,0.3333333333333333
Luis Felipe Gonzalez,1,3,2,0.3333333333333333,0.6666666666666666
Lowkey,3,9,2,0.3333333333333333,0.2222222222222222
blanchehor,2,6,1,0.3333333333333333,0.16666666666666666
Afu-Ra,2,6,2,0.3333333333333333,0.3333333333333333
Agat,2,6,1,0.3333333333333333,0.16666666666666666
Agus Padilla,2,6,0,0.3333333333333333,0.0
Hollis Brown,2,6,0,0.3333333333333333,0.0
Olivver the Kid,1,3,2,0.3333333333333333,0.6666666666666666
SXTEEN,3,9,0,0.3333333333333333,0.0
Blanche J,3,9,0,0.3333333333333333,0.0
Uche,1,3,1,0.3333333333333333,0.3333333333333333
-M-,1,3,1,0.3333333333333333,0.3333333333333333
OPA Gang,2,6,1,0.3333333333333333,0.16666666666666666
Electrick Village,2,6,1,0.3333333333333333,0.16666666666666666
Perotá Chingó,1,3,1,0.3333333333333333,0.3333333333333333
Julia Zenko,3,9,3,0.3333333333333333,0.3333333333333333
Julian Daniel,2,6,1,0.3333333333333333,0.16666666666666666
Juan Ingaramo,2,6,0,0.3333333333333333,0.0
Axero,1,3,1,0.3333333333333333,0.3333333333333333
N O M I N A L,2,6,1,0.3333333333333333,0.16666666666666666
Elben,2,6,0,0.3333333333333333,0.0
Elder Island,3,9,3,0.3333333333333333,0.3333333333333333
Culture Kultur,2,6,1,0.3333333333333333,0.16666666666666666
Masta Ace,1,3,2,0.3333333333333333,0.6666666666666666
The Drums,3,9,0,0.3333333333333333,0.0
Harry Romero,3,9,0,0.3333333333333333,0.0
Hasse de Moor,2,6,2,0.3333333333333333,0.3333333333333333
Haujobb,2,6,0,0.3333333333333333,0.0
Cuba Trinidad,1,3,1,0.3333333333333333,0.3333333333333333
HIRIE,1,3,0,0.3333333333333333,0.0
HOLYCHILD,2,6,1,0.3333333333333333,0.16666666666666666
El Kuelgue,2,6,2,0.3333333333333333,0.3333333333333333
David Lei Brandt,2,6,3,0.3333333333333333,0.5
The Libertines,1,3,1,0.3333333333333333,0.3333333333333333
CoEd,3,9,0,0.3333333333333333,0.0
Dave Matthews Band,2,6,2,0.3333333333333333,0.3333333333333333
Animotion,2,6,1,0.3333333333333333,0.16666666666666666
Anirudh Ravichander,1,3,1,0.3333333333333333,0.3333333333333333
Gil Glaze,2,6,0,0.3333333333333333,0.0
Saint Mars,1,3,2,0.3333333333333333,0.6666666666666666
Ricky Skaggs,2,6,0,0.3333333333333333,0.0
Kenn Colt,2,6,0,0.3333333333333333,0.0
Rob Thomas,3,9,2,0.3333333333333333,0.2222222222222222
Vick Allen,2,6,1,0.3333333333333333,0.16666666666666666
Billy Preston,2,6,0,0.3333333333333333,0.0
Ghetto Kids,1,3,0,0.3333333333333333,0.0
Brett Young,2,6,1,0.3333333333333333,0.16666666666666666
Gerald Levert & Eddie Levert,2,6,0,0.3333333333333333,0.0
RileyXcouz,2,6,0,0.3333333333333333,0.0
Hr. Troels,2,6,1,0.3333333333333333,0.16666666666666666
Taichi Mukai,1,3,1,0.3333333333333333,0.3333333333333333
The Ones,3,9,0,0.3333333333333333,0.0
Clap Cotton,2,6,0,0.3333333333333333,0.0
Clara Lima,2,6,1,0.3333333333333333,0.16666666666666666
HyunA,5,15,5,0.3333333333333333,0.3333333333333333
Mt. Joy,1,3,2,0.3333333333333333,0.6666666666666666
Mylo,2,6,1,0.3333333333333333,0.16666666666666666
Mynox,2,6,0,0.3333333333333333,0.0
Vgm,2,6,2,0.3333333333333333,0.3333333333333333
Vhsceral,3,9,1,0.3333333333333333,0.1111111111111111
Dasco,2,6,0,0.3333333333333333,0.0
OdjBox,1,3,0,0.3333333333333333,0.0
Krunk!,1,3,1,0.3333333333333333,0.3333333333333333
Kukon,1,3,2,0.3333333333333333,0.6666666666666666
SANTI,3,9,1,0.3333333333333333,0.1111111111111111
David Brinston,2,6,3,0.3333333333333333,0.5
URUS Squad,1,3,0,0.3333333333333333,0.0
Bonnaz,2,6,0,0.3333333333333333,0.0
Take The Day,2,6,1,0.3333333333333333,0.16666666666666666
Taking Back Sunday,4,12,2,0.3333333333333333,0.16666666666666666
DeVante,1,3,0,0.3333333333333333,0.0
Taliwhoah,1,3,2,0.3333333333333333,0.6666666666666666
Kool G Rap & DJ Polo,1,3,0,0.3333333333333333,0.0
Notalike,1,3,0,0.3333333333333333,0.0
La Lá,2,6,1,0.3333333333333333,0.16666666666666666
Anddy Caicedo,1,3,2,0.3333333333333333,0.6666666666666666
Hooligan Hefs,8,24,2,0.3333333333333333,0.08333333333333333
U.S.D.A.,2,6,0,0.3333333333333333,0.0
Fedde Le Grand feat. Mitch Crown,3,9,0,0.3333333333333333,0.0
Bacanos,1,3,1,0.3333333333333333,0.3333333333333333
Backstreet Boys,5,15,3,0.3333333333333333,0.2
Jermaine Hardsoul,2,6,0,0.3333333333333333,0.0
Jerry Rivera,2,6,0,0.3333333333333333,0.0
Model Man,3,9,1,0.3333333333333333,0.1111111111111111
Jimi Charles Moody,1,3,2,0.3333333333333333,0.6666666666666666
Like A Storm,3,9,2,0.3333333333333333,0.2222222222222222
Liddy Clark,2,6,2,0.3333333333333333,0.3333333333333333
Lidia Buble,3,9,0,0.3333333333333333,0.0
Shanghai Treason,1,3,2,0.3333333333333333,0.6666666666666666
Falling North,1,3,0,0.3333333333333333,0.0
Fabio Rovazzi,1,3,0,0.3333333333333333,0.0
John Morley,1,3,0,0.3333333333333333,0.0
E-Rotic,2,6,0,0.3333333333333333,0.0
Dutch Revz,4,12,1,0.3333333333333333,0.08333333333333333
Mick Harvey,2,6,1,0.3333333333333333,0.16666666666666666
Patti Smith,10,30,4,0.3333333333333333,0.13333333333333333
Manafest,2,6,0,0.3333333333333333,0.0
Carla Tous,1,3,0,0.3333333333333333,0.0
FABV,1,3,0,0.3333333333333333,0.0
Steve Pais,1,3,1,0.3333333333333333,0.3333333333333333
Balduin,6,18,3,0.3333333333333333,0.16666666666666666
Webbie,2,6,0,0.3333333333333333,0.0
Walden Ash,1,3,1,0.3333333333333333,0.3333333333333333
Wantigga,2,6,1,0.3333333333333333,0.16666666666666666
RBYN,1,3,1,0.3333333333333333,0.3333333333333333
Japanese Breakfast,1,3,2,0.3333333333333333,0.6666666666666666
Dove Cameron,6,18,6,0.3333333333333333,0.3333333333333333
Papa Ya,2,6,0,0.3333333333333333,0.0
Mandolin Orange,2,6,0,0.3333333333333333,0.0
Dusky Grey,2,6,0,0.3333333333333333,0.0
Jarryd James,1,3,1,0.3333333333333333,0.3333333333333333
Stonefree,2,6,1,0.3333333333333333,0.16666666666666666
Dropkick Murphys,2,6,1,0.3333333333333333,0.16666666666666666
Parson James,2,6,2,0.3333333333333333,0.3333333333333333
Kalom,2,6,1,0.3333333333333333,0.16666666666666666
Kaiser Chiefs,6,18,5,0.3333333333333333,0.2777777777777778
Kafka Tamura,1,3,1,0.3333333333333333,0.3333333333333333
Sundell,1,3,0,0.3333333333333333,0.0
Sunni Colon,2,6,1,0.3333333333333333,0.16666666666666666
Captain Hollywood Project,2,6,1,0.3333333333333333,0.16666666666666666
The Tubes,4,12,2,0.3333333333333333,0.16666666666666666
The Veils,2,6,0,0.3333333333333333,0.0
The Witches,2,6,0,0.3333333333333333,0.0
Eddie Vedder,2,6,2,0.3333333333333333,0.3333333333333333
Charlotte Gainsbourg,4,12,3,0.3333333333333333,0.25
Snake City,2,6,1,0.3333333333333333,0.16666666666666666
Estrella Morente,1,3,2,0.3333333333333333,0.6666666666666666
Ryan Stapleton,1,3,0,0.3333333333333333,0.0
Río Roma,8,24,5,0.3333333333333333,0.20833333333333334
Grossstadtgeflüster,2,6,0,0.3333333333333333,0.0
The Head and the Heart,2,6,1,0.3333333333333333,0.16666666666666666
Damien Jurado,2,6,2,0.3333333333333333,0.3333333333333333
Mello Music Group,2,6,2,0.3333333333333333,0.3333333333333333
Everything Is Recorded,2,6,0,0.3333333333333333,0.0
The Books,2,6,0,0.3333333333333333,0.0
Andwell,1,3,0,0.3333333333333333,0.0
Andra,1,3,3,0.3333333333333333,1.0
Andrelli,1,3,0,0.3333333333333333,0.0
Urbano,1,3,3,0.3333333333333333,1.0
Haji Springer,2,6,2,0.3333333333333333,0.3333333333333333
The Cowsills,3,9,0,0.3333333333333333,0.0
Cynthia Luz,2,6,0,0.3333333333333333,0.0
Stanaj,2,6,0,0.3333333333333333,0.0
Rockie Brown,2,6,1,0.3333333333333333,0.16666666666666666
Van Hunt,2,6,0,0.3333333333333333,0.0
Da A Clan,2,6,0,0.3333333333333333,0.0
ALMA,1,3,3,0.3333333333333333,1.0
Jigzaw,1,3,0,0.3333333333333333,0.0
Sohail Sen,2,6,2,0.3333333333333333,0.3333333333333333
Josh Rouse,2,6,1,0.3333333333333333,0.16666666666666666
Leontine,2,6,1,0.3333333333333333,0.16666666666666666
Epidemic,2,6,0,0.3333333333333333,0.0
Erd1,2,6,0,0.3333333333333333,0.0
El Chaval de la Bachata,1,3,2,0.3333333333333333,0.6666666666666666
Charles William,1,3,2,0.3333333333333333,0.6666666666666666
Thom Yorke,2,6,0,0.3333333333333333,0.0
Einstürzende Neubauten,1,3,2,0.3333333333333333,0.6666666666666666
Nilüfer Yanya,1,3,1,0.3333333333333333,0.3333333333333333
Ninja,1,3,0,0.3333333333333333,0.0
Malgioglio,1,3,0,0.3333333333333333,0.0
Sol Calor,1,3,0,0.3333333333333333,0.0
Henry Green,1,3,1,0.3333333333333333,0.3333333333333333
Blvckross,9,27,2,0.3333333333333333,0.07407407407407407
Mike Mago,2,6,0,0.3333333333333333,0.0
AMAZING MAZE,2,6,2,0.3333333333333333,0.3333333333333333
K Koke,1,3,1,0.3333333333333333,0.3333333333333333
Juze,2,6,2,0.3333333333333333,0.3333333333333333
Junge Junge,1,3,2,0.3333333333333333,0.6666666666666666
Junior M.A.F.I.A.,2,6,0,0.3333333333333333,0.0
JD McPherson,2,6,0,0.3333333333333333,0.0
Electric Shore,2,6,0,0.3333333333333333,0.0
End of the World,2,6,0,0.3333333333333333,0.0
Enrico Nigiotti,2,6,0,0.3333333333333333,0.0
Cassidy,2,6,0,0.3333333333333333,0.0
Emilio,2,6,1,0.3333333333333333,0.16666666666666666
Timex Social Club,2,6,0,0.3333333333333333,0.0
BCX,2,6,3,0.3333333333333333,0.5
Pig&Dan,2,6,0,0.3333333333333333,0.0
Jonah Baker,2,6,2,0.3333333333333333,0.3333333333333333
Bailo,1,3,1,0.3333333333333333,0.3333333333333333
Cecy Leos,2,6,0,0.3333333333333333,0.0
SoulChef,2,6,0,0.3333333333333333,0.0
Mike Traxx,1,3,0,0.3333333333333333,0.0
Mikey Polo,2,6,0,0.3333333333333333,0.0
Caballo Dorado,2,6,1,0.3333333333333333,0.16666666666666666
Shafiq Husayn,2,6,2,0.3333333333333333,0.3333333333333333
Simian Mobile Disco,3,9,2,0.3333333333333333,0.2222222222222222
Supersuckers,1,3,2,0.3333333333333333,0.6666666666666666
Ragunde,1,3,0,0.3333333333333333,0.0
Disco Fries,9,27,2,0.3333333333333333,0.07407407407407407
Michael Johnson,2,6,1,0.3333333333333333,0.16666666666666666
Plastician,2,6,2,0.3333333333333333,0.3333333333333333
PURARI,2,6,0,0.3333333333333333,0.0
Dillon Reed,2,6,3,0.3333333333333333,0.5
Diana Fuentes,1,3,1,0.3333333333333333,0.3333333333333333
CA7RIEL,1,3,1,0.3333333333333333,0.3333333333333333
Seyon,1,3,1,0.3333333333333333,0.3333333333333333
Fragma,2,6,1,0.3333333333333333,0.16666666666666666
J Bas Y Santy,2,6,0,0.3333333333333333,0.0
Berner,2,6,0,0.3333333333333333,0.0
Shakra,2,6,2,0.3333333333333333,0.3333333333333333
Fountains Of Wayne,2,6,2,0.3333333333333333,0.3333333333333333
RageMD,1,3,0,0.3333333333333333,0.0
Linearwave,1,3,0,0.3333333333333333,0.0
Nelly Furtado,1,3,1,0.3333333333333333,0.3333333333333333
